Unnamed: 0,icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,geo_altitude,on_ground,velocity,true_track,vertical_rate,barometric_altitude,transponder_code,special_purpose_indicator,position_source,category,hour
3621,4bb145,THY1    ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,18.281,54.0836,9715.5,False,245.99,337.89,0.0,9753.6,4561.0,False,0,0,13
3622,a897e5,CNS1030 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-78.49,37.7643,2354.58,False,116.36,357.72,-8.78,2255.52,,False,0,0,13
3623,ac75ee,AAL1449 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-71.2896,41.935,2087.88,False,95.07,339.41,-6.18,2042.16,2532.0,False,0,0,13
3624,4bb144,THY76Y  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,23.6402,44.4144,10767.06,False,259.4,142.49,0.0,10668.0,7677.0,False,0,0,13
3625,4baa4a,THY5CL  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,25.706,42.9048,10828.02,False,239.66,147.98,0.0,10668.0,4541.0,False,0,0,13
3626,a9edb0,NKS815  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-83.0569,32.5518,11833.86,False,222.36,191.21,0.0,11285.22,4052.0,False,0,0,13
3627,a4f1e5,AAL2315 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-99.7609,37.3077,10843.26,False,216.99,255.3,-0.33,10347.96,3433.0,False,0,0,13
3628,4c31e0,MPC002  ,Serbia,2025-10-01 13:43:17,2025-10-01 13:43:17,16.2019,52.9721,11574.78,False,204.63,338.47,0.0,11582.4,1175.0,False,0,0,13
3629,ac157d,N878QS  ,United States,2025-10-01 13:40:08,2025-10-01 13:40:09,-79.1632,23.9976,13228.32,False,236.86,161.64,0.65,12496.8,,False,0,0,13
3630,a8e7ad,N673JH  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-90.5991,42.527,868.68,False,50.22,223.34,0.33,815.34,,False,0,0,13
3631,c06364,PTR2291 ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-73.9187,45.0749,7886.7,False,176.3,76.33,0.0,7620.0,2253.0,False,0,0,13
3632,acb2c2,EDV5055 ,United States,2025-10-01 13:43:16,2025-10-01 13:43:16,-73.8786,40.782,,True,4.12,16.88,,,,False,0,0,13
3633,8963f4,UAE385  ,United Arab Emirates,2025-10-01 13:43:12,2025-10-01 13:43:12,113.923,22.3089,,True,6.43,160.31,,,,False,0,0,13
3634,489227,ENT7DJ  ,Poland,2025-10-01 13:43:17,2025-10-01 13:43:17,21.9463,48.5058,10904.22,False,234.93,4.9,0.33,10972.8,2206.0,False,0,0,13
3635,c06360,PTR2631 ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-83.3894,46.1585,7650.48,False,173.85,302.19,0.0,7315.2,555.0,False,0,0,13
3636,add2b0,AAL3262 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-81.8445,26.3622,8465.82,False,224.64,155.08,-12.35,7962.9,5666.0,False,0,0,13
3637,489226,ENT567P ,Poland,2025-10-01 13:43:17,2025-10-01 13:43:17,22.8385,54.2714,12489.18,False,232.56,74.21,0.0,12496.8,6027.0,False,0,0,13
3638,489225,ENT4163 ,Poland,2025-10-01 13:43:17,2025-10-01 13:43:17,25.363,45.4585,11346.18,False,235.94,142.53,0.33,11277.6,4514.0,False,0,0,13
3639,8963df,UAE44   ,United Arab Emirates,2025-10-01 13:43:17,2025-10-01 13:43:17,47.9719,30.3858,11948.16,False,276.88,138.16,0.0,11277.6,,False,0,0,13
3640,4bb105,THY6DQ  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,15.9773,48.1291,12230.1,False,240.09,292.55,0.0,12192.0,2655.0,False,0,0,13
3641,aa7e7d,UAL2418 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-78.2921,40.3594,9715.5,False,240.53,99.6,-19.18,9319.26,5646.0,False,0,0,13
3642,00834d,LNK637N ,South Africa,2025-10-01 13:43:17,2025-10-01 13:43:17,18.8723,-34.077,4792.98,False,218.73,104.3,10.73,4655.82,,False,0,0,13
3643,aa7e7c,UAL1554 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-81.3361,42.5306,12626.34,False,219.15,278.78,0.0,12192.0,2713.0,False,0,0,13
3644,00834c,LNK928S ,South Africa,2025-10-01 13:40:53,2025-10-01 13:41:01,28.19,-26.3523,2758.44,False,113.35,15.8,-3.25,2575.56,,False,0,0,13
3645,3c0aca,CFG025  ,Germany,2025-10-01 13:43:17,2025-10-01 13:43:17,15.0429,46.0643,10447.02,False,214.63,323.19,0.33,10355.58,7742.0,False,0,0,13
3646,489229,ENT95JK ,Poland,2025-10-01 13:43:17,2025-10-01 13:43:17,10.882,48.5736,7757.16,False,226.36,269.48,-0.65,7612.38,1000.0,False,0,0,13
3647,4bb104,THY8DE  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,19.5845,47.8136,10942.32,False,240.16,310.31,0.0,10972.8,6524.0,False,0,0,13
3648,4baa1a,THY6JP  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,23.4959,43.2844,11430.0,False,254.25,117.34,0.0,11277.6,6505.0,False,0,0,13
3649,8963eb,UAE73J  ,United Arab Emirates,2025-10-01 13:43:17,2025-10-01 13:43:17,-1.9701,53.5189,3710.94,False,203.57,80.25,8.45,3543.3,4635.0,False,0,0,13
3650,a0ba96,N146SM  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-96.928,32.3303,12816.84,False,176.09,315.95,0.0,12192.0,,False,0,0,13
3651,48a5c8,SPKOI   ,Poland,2025-10-01 13:40:28,2025-10-01 13:41:45,21.4348,50.3224,,False,35.12,95.04,3.9,137.16,2.0,False,0,0,13
3652,c05c86,JZA746  ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-79.6725,40.7821,10904.22,False,210.93,9.83,-5.2,10492.74,2274.0,False,0,0,13
3653,3df744,HUMMEL4 ,Germany,2025-10-01 13:43:17,2025-10-01 13:43:17,6.8658,51.2911,464.82,False,63.17,253.93,0.65,297.18,4426.0,False,0,0,13
3654,a0719b,MXY330  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-79.4301,35.4416,3383.28,False,144.87,20.37,-6.5,3253.74,6447.0,False,0,0,13
3655,7810f6,CHH7926 ,China,2025-10-01 13:43:17,2025-10-01 13:43:17,-117.6065,32.8369,5334.0,False,187.28,333.22,9.1,5097.78,,False,0,0,13
3656,3df743,HUMMEL3 ,Germany,2025-10-01 13:43:17,2025-10-01 13:43:17,6.8674,51.1253,502.92,False,59.32,158.11,-0.33,327.66,4426.0,False,0,8,13
3657,c0635e,PTR2461 ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-73.8859,45.347,876.3,False,77.24,41.76,0.0,800.1,527.0,False,0,0,13
3658,4067c4,EXS91VH ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,19.8892,39.8111,10309.86,False,226.04,158.93,-0.33,10088.88,1071.0,False,0,0,13
3659,c0635b,PTR2324 ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-73.0289,45.7188,3931.92,False,162.32,261.43,-0.98,3832.86,3631.0,False,0,0,13
3660,8963f9,ETD572  ,United Arab Emirates,2025-10-01 13:43:16,2025-10-01 13:43:17,51.2266,26.1624,6979.92,False,214.41,119.15,4.23,6591.3,3113.0,False,0,0,13
3661,7c01e7,ANO338  ,Australia,2025-10-01 13:38:30,2025-10-01 13:40:32,115.9655,-31.9378,,True,0.0,295.31,,-45.72,3000.0,False,0,0,13
3662,a3a9a3,DAL1363 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-84.3943,34.3191,6019.8,False,206.95,9.3,8.45,5768.34,2057.0,False,0,0,13
3663,a4eafd,LXJ416  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-115.5372,43.7831,14051.28,False,237.99,123.9,0.0,13716.0,,False,0,0,13
3664,c06358,PTR2570 ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-82.2867,42.2725,5463.54,False,140.51,82.85,8.78,5219.7,,False,0,0,13
3665,0acbfe,HK1479G ,Colombia,2025-10-01 13:43:17,2025-10-01 13:43:17,-74.0471,4.8745,2948.94,False,41.68,24.03,1.95,2766.06,,False,0,0,13
3666,c05027,CGEJE   ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-72.1234,46.5669,8404.86,False,141.2,67.73,-0.65,8229.6,647.0,False,0,0,13
3667,a0f9a9,N162FR  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-98.9498,47.5482,2476.5,False,87.92,294.92,0.0,2438.4,,False,0,0,13
3668,a7178c,AAL1315 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-79.8165,39.7809,5814.06,False,194.42,10.98,-12.68,5554.98,1771.0,False,0,0,13
3669,aac271,N79241  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-81.8516,35.745,1082.04,False,45.81,124.94,0.33,1028.7,,False,0,0,13
3670,c06359,PTR2214 ,Canada,2025-10-01 13:43:16,2025-10-01 13:43:17,-76.1014,44.8569,6385.56,False,155.38,223.52,7.15,6164.58,,False,0,0,13
3671,aa1bcb,N750U   ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-82.1251,39.2574,914.4,False,50.92,240.33,0.0,853.44,,False,0,0,13
3672,c013dc,AKT1402 ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-113.584,53.5897,3467.1,False,182.05,13.57,12.68,3535.68,,False,0,0,13
3673,ade5ba,N995FG  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-78.6761,35.7449,845.82,False,48.97,340.99,-0.33,838.2,,False,0,0,13
3674,a83781,UAL2479 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-77.9285,42.1513,10736.58,False,222.44,289.73,0.0,10363.2,1633.0,False,0,0,13
3675,c07686,CNK11   ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-116.12,52.6643,6751.32,False,157.49,328.49,0.0,6705.6,,False,0,0,13
3676,aa7e79,UAL724  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-107.3122,32.8683,9669.78,False,236.14,326.1,6.83,9174.48,,False,0,0,13
3677,aa1be0,AAL467  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-79.3968,36.6211,11414.76,False,231.4,219.32,0.0,10965.18,5642.0,False,0,1,13
3678,c07681,CGSWU   ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-106.3814,52.9749,6339.84,False,134.97,16.16,3.9,6233.16,,False,0,0,13
3679,38e83b,AIB91IL ,France,2025-10-01 13:43:17,2025-10-01 13:43:17,1.3582,43.6294,,True,11.32,143.44,,,2621.0,False,0,0,13
3680,489e4d,,Poland,2025-10-01 13:42:38,2025-10-01 13:42:42,20.8985,52.273,137.16,False,0.0,0.0,0.0,-38.1,,False,0,0,13
3681,4602ef,ABF5    ,Finland,2025-10-01 13:43:17,2025-10-01 13:43:17,25.1576,59.472,,False,83.15,119.26,-0.33,457.2,,False,0,0,13
3682,a1e14a,ABX1920 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-120.098,34.8424,9547.86,False,235.21,317.48,0.0,9144.0,,False,0,0,13
3683,489220,ENT47ZK ,Poland,2025-10-01 13:43:17,2025-10-01 13:43:17,17.9548,50.1008,8138.16,False,210.32,339.53,-11.38,8100.06,1000.0,False,0,0,13
3684,3c0acc,CFG7CM  ,Germany,2025-10-01 13:43:17,2025-10-01 13:43:17,23.3634,42.3468,10858.5,False,246.27,146.68,0.33,10675.62,3072.0,False,0,0,13
3685,3c0acb,CFG024  ,Germany,2025-10-01 13:43:17,2025-10-01 13:43:17,31.7526,29.6839,11269.98,False,245.51,143.78,-2.6,10607.04,3375.0,False,0,0,13
3686,a5617a,LXJ446  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-74.9747,42.537,13540.74,False,210.57,250.15,0.0,13106.4,1154.0,False,0,0,13
3687,c00cfe,MAL8084 ,Canada,2025-10-01 13:40:13,2025-10-01 13:40:13,-81.983,45.412,2438.4,False,91.07,302.07,0.0,2316.48,4707.0,False,0,0,13
3688,489224,ENT83PH ,Poland,2025-10-01 13:43:16,2025-10-01 13:43:17,4.7448,40.0993,11361.42,False,226.33,60.0,0.0,10972.8,1045.0,False,0,0,13
3689,a8e7d7,LTA673  ,United States,2025-10-01 13:43:16,2025-10-01 13:43:17,-80.87,33.3023,2339.34,False,56.08,88.95,0.0,2263.14,,False,0,0,13
3690,489223,ENT438  ,Poland,2025-10-01 13:43:17,2025-10-01 13:43:17,22.1036,41.8171,11795.76,False,216.21,308.04,0.0,11582.4,2037.0,False,0,0,13
3691,c00cfd,,Canada,2025-10-01 13:43:11,2025-10-01 13:43:11,-123.1736,49.1883,,True,10.8,281.25,,,,False,0,0,13
3692,489222,ENT79MX ,Poland,2025-10-01 13:43:09,2025-10-01 13:43:09,3.7389,48.9891,2301.24,False,123.48,336.43,0.0,2133.6,1000.0,False,0,0,13
3693,a03618,UAL379  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-81.0767,31.5264,11521.44,False,214.45,207.43,0.0,10972.8,7024.0,False,0,1,13
3694,c013de,AKT1400 ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-113.1688,53.5243,8275.32,False,241.61,8.08,0.33,8229.6,,False,0,0,13
3695,aa7e74,UAL293  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-89.3496,42.466,6012.18,False,210.17,99.44,-5.2,5737.86,6611.0,False,0,0,13
3696,7c4a56,JST917  ,Australia,2025-10-01 13:43:17,2025-10-01 13:43:17,145.0793,-35.8727,9364.98,False,213.5,191.96,-4.88,9395.46,1142.0,False,0,0,13
3697,a5b154,EJA466  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-78.7214,36.0092,3124.2,False,137.13,14.56,16.58,2994.66,6260.0,False,0,0,13
3698,3d7a23,EIS71   ,Germany,2025-10-01 13:43:08,2025-10-01 13:43:16,6.0551,50.9607,175.26,False,96.29,272.45,6.5,-7.62,33.0,False,0,0,13
3699,a81d69,N6218E  ,United States,2025-10-01 13:39:04,2025-10-01 13:39:27,-81.8523,27.6759,906.78,False,42.85,355.18,-0.33,883.92,,False,0,0,13
3700,4baa88,THY78TM ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,9.6375,49.8019,11148.06,False,209.85,295.56,0.0,10980.42,3107.0,False,0,0,13
3701,4baa89,THY7MG  ,Turkey,2025-10-01 13:43:14,2025-10-01 13:43:17,9.2012,48.6859,,True,0.0,75.94,,,6430.0,False,0,0,13
3702,a01c46,KOW106  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-77.4185,40.3141,11399.52,False,246.48,264.61,0.0,10972.8,7222.0,False,0,0,13
3703,8963d0,UAE3YM  ,United Arab Emirates,2025-10-01 13:39:00,2025-10-01 13:42:40,37.3772,41.0523,10668.0,False,229.72,289.08,0.0,10363.2,,False,0,0,13
3704,a2d92a,ASA399  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-95.4071,29.98,1257.3,False,140.14,343.36,-0.33,1196.34,,False,0,0,13
3705,4baa86,THY1SH  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,16.3963,47.7149,11292.84,False,253.62,118.07,0.0,11269.98,6405.0,False,0,0,13
3706,a71748,SCU10   ,United States,2025-10-01 13:39:52,2025-10-01 13:39:52,-96.3308,35.8409,1226.82,False,62.26,259.53,-4.23,1181.1,,False,0,0,13
3707,47bb0a,SAS2306 ,Norway,2025-10-01 13:43:17,2025-10-01 13:43:17,8.445,62.6175,6949.44,False,200.32,146.31,11.7,6789.42,,False,0,0,13
3708,a239de,CXK454  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.0107,32.3791,716.28,False,56.47,343.05,0.0,685.8,,False,0,0,13
3709,8963d3,UAE817  ,United Arab Emirates,2025-10-01 13:43:17,2025-10-01 13:43:17,51.9728,26.1791,11673.84,False,235.82,296.29,0.0,10972.8,6211.0,False,0,0,13
3710,a106d6,VTE3901 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-75.247,40.7223,8900.16,False,237.97,238.17,0.0,8534.4,3546.0,False,0,0,13
3711,aa720f,SKW6487 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-96.4833,32.7121,4084.32,False,186.2,97.3,9.75,3916.68,,False,0,0,13
3713,3452c9,VLG8DC  ,Spain,2025-10-01 13:43:17,2025-10-01 13:43:17,-2.2781,40.2796,11811.0,False,252.24,211.06,0.0,11277.6,252.0,False,0,0,13
3714,a20ca1,N231EF  ,United States,2025-10-01 13:42:01,2025-10-01 13:42:01,-79.0997,37.3041,998.22,False,94.38,265.94,-4.23,701.04,,False,0,0,13
3715,4baa81,THY9QE  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,28.6939,41.5509,3406.14,False,157.71,324.96,6.5,3314.7,,False,0,0,13
3716,484ee4,KLM39Q  ,Kingdom of the Netherlands,2025-10-01 13:43:17,2025-10-01 13:43:17,4.0231,52.5423,2567.94,False,144.64,72.4,-8.45,2400.3,6253.0,False,0,0,13
3718,484ee5,KLM98X  ,Kingdom of the Netherlands,2025-10-01 13:42:00,2025-10-01 13:42:00,4.7397,52.3271,76.2,False,69.57,183.39,-3.9,-144.78,1000.0,False,0,0,13
3719,addefe,NKS310  ,United States,2025-10-01 13:43:16,2025-10-01 13:43:16,-100.9348,35.4826,12184.38,False,224.9,274.2,0.0,11582.4,3617.0,False,0,0,13
3720,4baa7a,THY2VA  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,24.0984,43.0255,10515.6,False,204.42,290.17,0.0,10363.2,7353.0,False,0,0,13
3721,a6a7d6,LFA315  ,United States,2025-10-01 13:43:08,2025-10-01 13:43:08,-81.3121,28.8038,541.02,False,41.48,293.39,2.6,556.26,,False,0,0,13
3722,a239e5,CXK427  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-88.2216,42.3871,891.54,False,52.46,138.18,0.0,838.2,,False,0,0,13
3723,aa35e1,AAL1480 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-79.257,28.3546,11498.58,False,218.96,189.33,-5.2,10888.98,,False,0,0,13
3724,4855d1,KLM1646 ,Kingdom of the Netherlands,2025-10-01 13:43:17,2025-10-01 13:43:17,5.9331,52.4789,4747.26,False,175.27,278.44,-10.4,4556.76,1000.0,False,0,0,13
3725,a33fc4,N30823  ,United States,2025-10-01 13:43:14,2025-10-01 13:43:16,-92.3722,41.1422,525.78,False,55.58,358.41,0.98,518.16,,False,0,0,13
3726,a239e0,UAL2680 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-90.2167,33.1599,11521.44,False,227.57,297.61,0.0,10972.8,1165.0,False,0,1,13
3727,c05c0e,WJA288  ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-114.0064,51.128,,True,5.92,0.0,,,,False,0,0,13
3728,39a5e5,FHJPF   ,France,2025-10-01 13:43:16,2025-10-01 13:43:17,5.0465,45.0819,982.98,False,41.18,318.54,3.58,845.82,7000.0,False,0,0,13
3729,ae4e97,BOMR822 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.2914,27.3439,2400.3,False,127.95,257.7,0.0,2270.76,5622.0,False,0,13,13
3730,ac159a,RPA5618 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-73.8392,40.6765,1097.28,False,136.23,201.72,3.58,1043.94,2747.0,False,0,0,13
3731,add2ad,ASA351  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-99.9891,45.8895,11932.92,False,230.58,283.94,0.65,11582.4,2464.0,False,0,0,13
3732,add2af,N990AM  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-104.5794,39.5085,2202.18,False,49.18,195.78,-0.65,2133.6,1200.0,False,0,0,13
3733,8963e6,UAE355  ,United Arab Emirates,2025-10-01 13:43:17,2025-10-01 13:43:17,103.0667,2.2457,7589.52,False,242.1,286.16,5.53,7147.56,,False,0,0,13
3734,4baa94,TKJ330  ,Turkey,2025-10-01 13:43:16,2025-10-01 13:43:17,24.2636,42.5522,10835.64,False,259.39,110.92,0.0,10645.14,7363.0,False,0,0,13
3735,8963e3,UAE587  ,United Arab Emirates,2025-10-01 13:43:17,2025-10-01 13:43:17,89.7119,23.2853,6827.52,False,228.74,244.7,9.1,6515.1,4705.0,False,0,0,13
3736,a524e1,UAL1653 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-86.6022,41.1545,10866.12,False,227.6,261.03,0.0,10370.82,,False,0,0,13
3737,70c0fa,OMA656  ,Oman,2025-10-01 13:43:17,2025-10-01 13:43:17,55.2103,25.455,10698.48,False,249.63,114.08,0.0,10058.4,2215.0,False,0,0,13
3738,a5743f,N450XX  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,9.694,48.2959,10660.38,False,230.55,276.79,5.53,10447.02,6663.0,False,0,0,13
3740,781e02,CCA876  ,China,2025-10-01 13:39:44,2025-10-01 13:39:49,32.7613,59.8768,11894.82,False,241.18,74.16,0.0,11887.2,654.0,False,0,0,13
3741,add2b6,AAL1304 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:18,-98.6497,32.6892,7162.8,False,230.21,255.37,4.23,6789.42,,False,0,0,13
3742,8963da,UAE83   ,United Arab Emirates,2025-10-01 13:42:50,2025-10-01 13:42:50,37.7467,40.4489,11315.7,False,220.39,291.35,0.0,10972.8,,False,0,0,13
3743,4bb185,THY124  ,Turkey,2025-10-01 13:41:41,2025-10-01 13:41:47,32.4528,42.1527,10271.76,False,268.66,83.62,2.6,10058.4,,False,0,0,13
3744,4baa8d,THY4PD  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,11.4915,44.6755,2727.96,False,141.17,79.71,4.23,2621.28,266.0,False,0,0,13
3745,4bb186,THY31K  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,19.3935,51.0271,10919.46,False,246.86,329.16,-0.33,10972.8,5357.0,False,0,0,13
3746,a44197,DAL2844 ,United States,2025-10-01 13:43:16,2025-10-01 13:43:16,-117.7003,37.9002,11460.48,False,230.72,335.78,0.0,10972.8,,False,0,0,13
3747,8963dd,UAE20X  ,United Arab Emirates,2025-10-01 13:43:17,2025-10-01 13:43:17,6.5305,45.8473,6568.44,False,236.79,127.94,11.38,6355.08,4406.0,False,0,0,13
3748,4baa8e,THY1UT  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,28.6485,41.5494,2240.28,False,143.4,33.29,5.2,2148.84,,False,0,0,13
3749,4baa8b,THY3SJ  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,24.0574,44.651,10447.02,False,217.9,314.71,0.33,10370.82,1000.0,False,0,0,13
3750,4baa8c,THY6DW  ,Turkey,2025-10-01 13:43:15,2025-10-01 13:43:16,30.449,38.9584,10645.14,False,224.31,333.43,0.33,10363.2,5613.0,False,0,0,13
3751,4bb182,THY87   ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,133.8603,34.8737,8420.1,False,209.07,306.9,5.85,8008.62,,False,0,0,13
3752,4baa8a,THY1552 ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,13.7147,50.9576,10690.86,False,251.69,123.5,0.0,10668.0,7607.0,False,0,0,13
3753,a777bf,AAL1419 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-80.1027,26.078,632.46,False,89.8,71.98,4.55,632.46,,False,0,0,13
3754,a4fddb,RPA4581 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-82.0896,37.8051,10507.98,False,222.87,76.93,-0.33,10058.4,3373.0,False,0,4,13
3755,a07cdd,N130TC  ,United States,2025-10-01 13:43:15,2025-10-01 13:43:15,-86.1931,30.3603,937.26,False,62.01,103.92,2.6,914.4,,False,0,0,13
3756,a9e26f,EJM736  ,United States,2025-10-01 13:43:18,2025-10-01 13:43:18,-97.4547,31.1076,2545.08,False,148.98,132.06,23.08,2415.54,,False,0,0,13
3757,4baa65,THY8NL  ,Turkey,2025-10-01 13:43:18,2025-10-01 13:43:18,30.0195,39.8176,8176.26,False,227.26,356.63,-5.53,7932.42,,False,0,0,13
3758,8963b3,FDB4GP  ,United Arab Emirates,2025-10-01 13:43:16,2025-10-01 13:43:17,30.1621,39.403,11612.88,False,228.23,333.2,-4.88,11308.08,6225.0,False,0,0,13
3759,4baa62,THY3CE  ,Turkey,2025-10-01 13:15:05,2025-10-01 13:43:15,23.7309,52.0399,,False,234.04,231.69,0.0,10066.02,6276.0,False,0,0,13
3760,399224,ASJ07RE ,France,2025-10-01 13:43:16,2025-10-01 13:43:16,3.895,48.0533,5074.92,False,145.71,337.15,-6.18,4853.94,1000.0,False,0,0,13
3761,8963b2,FDB3HP  ,United Arab Emirates,2025-10-01 13:43:16,2025-10-01 13:43:17,49.9968,28.0366,11323.32,False,249.84,140.18,0.0,10668.0,7250.0,False,0,0,13
3762,3465d9,VOE95KA ,Spain,2025-10-01 13:43:17,2025-10-01 13:43:17,6.9922,46.0289,10332.72,False,246.16,107.64,-0.98,10066.02,7664.0,False,0,0,13
3763,4baa4f,THY3UY  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,25.5773,42.9008,10507.98,False,210.78,297.63,0.0,10363.2,5320.0,False,0,0,13
3764,a63df9,SABER1  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.6594,38.7858,1813.56,False,58.66,181.01,13.0,1744.98,,False,0,0,13
3765,781e13,CCA852  ,China,2025-10-01 13:43:17,2025-10-01 13:43:17,18.6766,56.9043,11254.74,False,238.35,68.47,0.0,11277.6,4614.0,False,0,0,13
3766,4baa5a,THY663  ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,20.558,39.0667,11239.5,False,204.08,246.21,0.0,10980.42,2314.0,False,0,0,13
3768,8963aa,ETD667  ,United Arab Emirates,2025-10-01 13:40:32,2025-10-01 13:41:39,51.6062,25.2583,,True,9.26,157.5,,99.06,3445.0,False,0,0,13
3769,4bb153,THY6578 ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,55.4454,24.8361,12001.5,False,260.54,75.36,0.0,11277.6,2132.0,False,0,0,13
3770,aa1ba3,SKW6403 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.1217,33.2003,1211.58,False,127.42,132.71,-5.53,1158.24,,False,0,0,13
3771,8963b6,,United Arab Emirates,2025-10-01 13:43:08,2025-10-01 13:43:17,52.7619,29.2812,12908.28,False,214.67,329.62,0.0,12192.0,541.0,False,0,0,13
3772,8963b5,FDB1758 ,United Arab Emirates,2025-10-01 13:43:17,2025-10-01 13:43:17,27.1783,42.6048,10241.28,False,257.47,96.77,0.0,10058.4,4671.0,False,0,0,13
3773,a524ee,UPS2975 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-121.8921,44.6025,9966.96,False,224.86,162.56,13.0,9837.42,,False,0,0,13
3774,4bb14f,THY6147 ,Turkey,2025-10-01 13:43:17,2025-10-01 13:43:17,15.635,36.142,10104.12,False,239.85,221.35,0.0,9753.6,6042.0,False,0,0,13
3775,4baa75,THY1XF  ,Turkey,2025-10-01 13:43:15,2025-10-01 13:43:17,29.9316,40.6199,5753.1,False,184.22,8.67,-8.45,5577.84,,False,0,0,13
3776,a3e4fe,N350BZ  ,United States,2025-10-01 13:43:01,2025-10-01 13:43:01,-75.0118,40.0793,,True,7.2,140.62,,,4236.0,False,0,0,13
